city,province,country,lastUpdate,keyId,confirmed,deaths,recovered
,,Afghanistan,2020-10-04T04:23:44+00:00,Afghanistan,39297,1462,32842.0
,,Albania,2020-10-04T04:23:44+00:00,Albania,14117,392,8536.0
,,Algeria,2020-10-04T04:23:44+00:00,Algeria,51995,1756,36482.0
,,Andorra,2020-10-04T04:23:44+00:00,Andorra,2110,53,1540.0
,,Angola,2020-10-04T04:23:44+00:00,Angola,5370,193,2436.0
,,Antigua and Barbuda,2020-10-04T04:23:44+00:00,Antigua and Barbuda,107,3,96.0
,,Argentina,2020-10-04T04:23:44+00:00,Argentina,790818,20795,626114.0
,,Armenia,2020-10-04T04:23:44+00:00,Armenia,51925,972,44583.0
,Australian Capital Territory,Australia,2020-10-04T04:23:44+00:00,"Australian Capital Territory, Australia",113,3,110.0
,New South Wales,Australia,2020-10-04T04:23:44+00:00,"New South Wales, Australia",4234,53,3131.0
,Northern Territory,Australia,2020-10-04T04:23:44+00:00,"Northern Territory, Australia",33,0,31.0
,Queensland,Australia,2020-10-04T04:23:44+00:00,"Queensland, Australia",1160,6,1148.0
,South Australia,Australia,2020-10-04T04:23:44+00:00,"South Australia, Australia",470,4,465.0
,Tasmania,Australia,2020-10-04T04:23:44+00:00,"Tasmania, Australia",230,13,217.0
,Victoria,Australia,2020-10-04T04:23:44+00:00,"Victoria, Australia",20209,806,19102.0
,Western Australia,Australia,2020-10-04T04:23:44+00:00,"Western Australia, Australia",686,9,660.0
,,Austria,2020-10-04T04:23:44+00:00,Austria,47432,809,38045.0
,,Azerbaijan,2020-10-04T04:23:44+00:00,Azerbaijan,40561,595,38354.0
,,Bahamas,2020-10-04T04:23:44+00:00,Bahamas,4332,96,2375.0
,,Bahrain,2020-10-04T04:23:44+00:00,Bahrain,72310,258,66813.0
,,Bangladesh,2020-10-04T04:23:44+00:00,Bangladesh,367565,5325,280069.0
,,Barbados,2020-10-04T04:23:44+00:00,Barbados,196,7,182.0
,,Belarus,2020-10-04T04:23:44+00:00,Belarus,79852,851,75148.0
,,Belgium,2020-10-04T04:23:44+00:00,Belgium,127623,10044,19645.0
,,Belize,2020-10-04T04:23:44+00:00,Belize,2080,28,1290.0
,,Benin,2020-10-04T04:23:44+00:00,Benin,2357,41,1973.0
,,Bhutan,2020-10-04T04:23:44+00:00,Bhutan,283,0,230.0
,,Bolivia,2020-10-04T04:23:44+00:00,Bolivia,136569,8073,97105.0
,,Bosnia and Herzegovina,2020-10-04T04:23:44+00:00,Bosnia and Herzegovina,27975,871,21108.0
,,Botswana,2020-10-04T04:23:44+00:00,Botswana,3172,16,710.0
,Acre,Brazil,2020-10-04T04:23:44+00:00,"Acre, Brazil",28662,667,26885.0
,Alagoas,Brazil,2020-10-04T04:23:44+00:00,"Alagoas, Brazil",87928,2091,84709.0
,Amapa,Brazil,2020-10-04T04:23:44+00:00,"Amapa, Brazil",48602,715,36489.0
,Amazonas,Brazil,2020-10-04T04:23:44+00:00,"Amazonas, Brazil",142137,4169,120012.0
,Bahia,Brazil,2020-10-04T04:23:44+00:00,"Bahia, Brazil",314711,6890,301080.0
,Ceara,Brazil,2020-10-04T04:23:44+00:00,"Ceara, Brazil",242669,9050,215635.0
,Distrito Federal,Brazil,2020-10-04T04:23:44+00:00,"Distrito Federal, Brazil",194783,3309,184460.0
,Espirito Santo,Brazil,2020-10-04T04:23:44+00:00,"Espirito Santo, Brazil",133744,3572,123083.0
,Goias,Brazil,2020-10-04T04:23:44+00:00,"Goias, Brazil",215938,4832,204925.0
,Maranhao,Brazil,2020-10-04T04:23:44+00:00,"Maranhao, Brazil",175218,3787,165886.0
,Mato Grosso,Brazil,2020-10-04T04:23:44+00:00,"Mato Grosso, Brazil",125732,3450,107119.0
,Mato Grosso do Sul,Brazil,2020-10-04T04:23:44+00:00,"Mato Grosso do Sul, Brazil",71476,1335,64799.0
,Minas Gerais,Brazil,2020-10-04T04:23:44+00:00,"Minas Gerais, Brazil",305527,7569,270475.0
,Para,Brazil,2020-10-04T04:23:44+00:00,"Para, Brazil",233802,6593,217904.0
,Paraiba,Brazil,2020-10-04T04:23:44+00:00,"Paraiba, Brazil",122681,2846,98017.0
,Parana,Brazil,2020-10-04T04:23:44+00:00,"Parana, Brazil",183715,4574,133977.0
,Pernambuco,Brazil,2020-10-04T04:23:44+00:00,"Pernambuco, Brazil",149349,8318,129516.0
,Piaui,Brazil,2020-10-04T04:23:44+00:00,"Piaui, Brazil",98108,2144,95708.0
,Rio Grande do Norte,Brazil,2020-10-04T04:23:44+00:00,"Rio Grande do Norte, Brazil",70553,2402,41449.0
,Rio Grande do Sul,Brazil,2020-10-04T04:23:44+00:00,"Rio Grande do Sul, Brazil",202587,4898,187652.0
,Rio de Janeiro,Brazil,2020-10-04T04:23:44+00:00,"Rio de Janeiro, Brazil",271575,18749,247541.0
,Rondonia,Brazil,2020-10-04T04:23:44+00:00,"Rondonia, Brazil",66576,1371,58783.0
,Roraima,Brazil,2020-10-04T04:23:44+00:00,"Roraima, Brazil",51298,661,46135.0
,Santa Catarina,Brazil,2020-10-04T04:23:44+00:00,"Santa Catarina, Brazil",218633,2842,208547.0
,Sao Paulo,Brazil,2020-10-04T04:23:44+00:00,"Sao Paulo, Brazil",1003429,36136,865135.0
,Sergipe,Brazil,2020-10-04T04:23:44+00:00,"Sergipe, Brazil",78002,2051,72063.0
,Tocantins,Brazil,2020-10-04T04:23:44+00:00,"Tocantins, Brazil",69398,966,53124.0
,,Brunei,2020-10-04T04:23:44+00:00,Brunei,146,3,142.0
,,Bulgaria,2020-10-04T04:23:44+00:00,Bulgaria,21518,841,14984.0
,,Burkina Faso,2020-10-04T04:23:44+00:00,Burkina Faso,2154,59,1397.0
,,Burma,2020-10-04T04:23:44+00:00,Burma,16503,371,4795.0
,,Burundi,2020-10-04T04:23:44+00:00,Burundi,513,1,472.0
,,Cabo Verde,2020-10-04T04:23:44+00:00,Cabo Verde,6296,62,5409.0
,,Cambodia,2020-10-04T04:23:44+00:00,Cambodia,278,0,275.0
,,Cameroon,2020-10-04T04:23:44+00:00,Cameroon,20924,420,19764.0
,Alberta,Canada,2020-10-04T04:23:44+00:00,"Alberta, Canada",18357,272,16527.0
,British Columbia,Canada,2020-10-04T04:23:44+00:00,"British Columbia, Canada",9381,238,7841.0
,Diamond Princess,Canada,2020-10-04T04:23:44+00:00,"Diamond Princess, Canada",0,1,
,Grand Princess,Canada,2020-10-04T04:23:44+00:00,"Grand Princess, Canada",13,0,13.0
,Manitoba,Canada,2020-10-04T04:23:44+00:00,"Manitoba, Canada",2108,22,1409.0
,New Brunswick,Canada,2020-10-04T04:23:44+00:00,"New Brunswick, Canada",201,2,193.0
,Newfoundland and Labrador,Canada,2020-10-04T04:23:44+00:00,"Newfoundland and Labrador, Canada",276,4,269.0
,Northwest Territories,Canada,2020-10-04T04:23:44+00:00,"Northwest Territories,Canada",5,0,5.0
,Nova Scotia,Canada,2020-10-04T04:23:44+00:00,"Nova Scotia, Canada",1089,65,1021.0
,Ontario,Canada,2020-10-04T04:23:44+00:00,"Ontario, Canada",55522,2993,47101.0
,Prince Edward Island,Canada,2020-10-04T04:23:44+00:00,"Prince Edward Island, Canada",59,0,57.0
,Quebec,Canada,2020-10-04T04:23:44+00:00,"Quebec, Canada",77380,5867,64478.0
,Saskatchewan,Canada,2020-10-04T04:23:44+00:00,"Saskatchewan, Canada",1954,24,1782.0
,Yukon,Canada,2020-10-04T04:23:44+00:00,"Yukon, Canada",15,0,15.0
,,Central African Republic,2020-10-04T04:23:44+00:00,Central African Republic,4845,62,1914.0
,,Chad,2020-10-04T04:23:44+00:00,Chad,1214,85,1075.0
,Antofagasta,Chile,2020-10-04T04:23:44+00:00,"Antofagasta, Chile",20135,496,19115.0
,Araucania,Chile,2020-10-04T04:23:44+00:00,"Araucania, Chile",7869,117,6937.0
,Arica y Parinacota,Chile,2020-10-04T04:23:44+00:00,"Arica y Parinacota, Chile",8354,152,7737.0
,Atacama,Chile,2020-10-04T04:23:44+00:00,"Atacama, Chile",7135,68,6720.0
,Aysen,Chile,2020-10-04T04:23:44+00:00,"Aysen, Chile",532,1,308.0
,Biobio,Chile,2020-10-04T04:23:44+00:00,"Biobio, Chile",24192,347,22078.0
,Coquimbo,Chile,2020-10-04T04:23:44+00:00,"Coquimbo, Chile",12095,217,11503.0
,Los Lagos,Chile,2020-10-04T04:23:44+00:00,"Los Lagos, Chile",9849,97,8567.0
,Los Rios,Chile,2020-10-04T04:23:44+00:00,"Los Rios, Chile",2063,21,1566.0
,Magallanes,Chile,2020-10-04T04:23:44+00:00,"Magallanes, Chile",9054,91,7447.0
,Maule,Chile,2020-10-04T04:23:44+00:00,"Maule, Chile",16184,335,14686.0
,Metropolitana,Chile,2020-10-04T04:23:44+00:00,"Metropolitana, Chile",287903,9306,275092.0
,Nuble,Chile,2020-10-04T04:23:44+00:00,"Nuble, Chile",6531,123,6016.0
,OHiggins,Chile,2020-10-04T04:23:44+00:00,"OHiggins, Chile",16748,422,15654.0
,Tarapaca,Chile,2020-10-04T04:23:44+00:00,"Tarapaca, Chile",11947,231,11394.0
,Unknown,Chile,2020-10-04T04:23:44+00:00,"Unknown, Chile",53,1,53.0
,Valparaiso,Chile,2020-10-04T04:23:44+00:00,"Valparaiso, Chile",27827,894,26008.0
,Anhui,China,2020-10-04T04:23:44+00:00,"Anhui, China",991,6,985.0
,Beijing,China,2020-10-04T04:23:44+00:00,"Beijing, China",936,9,926.0
,Chongqing,China,2020-10-04T04:23:44+00:00,"Chongqing, China",585,6,578.0
,Fujian,China,2020-10-04T04:23:44+00:00,"Fujian, China",411,1,393.0
,Gansu,China,2020-10-04T04:23:44+00:00,"Gansu, China",170,2,168.0
,Guangdong,China,2020-10-04T04:23:44+00:00,"Guangdong, China",1840,8,1804.0
,Guangxi,China,2020-10-04T04:23:44+00:00,"Guangxi, China",260,2,255.0
,Guizhou,China,2020-10-04T04:23:44+00:00,"Guizhou, China",147,2,145.0
,Hainan,China,2020-10-04T04:23:44+00:00,"Hainan, China",171,6,165.0
,Hebei,China,2020-10-04T04:23:44+00:00,"Hebei, China",365,6,358.0
,Heilongjiang,China,2020-10-04T04:23:44+00:00,"Heilongjiang, China",948,13,935.0
,Henan,China,2020-10-04T04:23:44+00:00,"Henan, China",1281,22,1254.0
,Hong Kong,China,2020-10-04T04:23:44+00:00,"Hong Kong, China",5108,105,4849.0
,Hubei,China,2020-10-04T04:23:44+00:00,"Hubei, China",68139,4512,63627.0
,Hunan,China,2020-10-04T04:23:44+00:00,"Hunan, China",1019,4,1015.0
,Inner Mongolia,China,2020-10-04T04:23:44+00:00,"Inner Mongolia, China",266,1,261.0
,Jiangsu,China,2020-10-04T04:23:44+00:00,"Jiangsu, China",666,0,664.0
,Jiangxi,China,2020-10-04T04:23:44+00:00,"Jiangxi, China",935,1,934.0
,Jilin,China,2020-10-04T04:23:44+00:00,"Jilin, China",157,2,155.0
,Liaoning,China,2020-10-04T04:23:44+00:00,"Liaoning, China",271,2,266.0
,Macau,China,2020-10-04T04:23:44+00:00,"Macau, China",46,0,46.0
,Ningxia,China,2020-10-04T04:23:44+00:00,"Ningxia, China",75,0,75.0
,Qinghai,China,2020-10-04T04:23:44+00:00,"Qinghai, China",18,0,18.0
,Shaanxi,China,2020-10-04T04:23:44+00:00,"Shaanxi, China",413,3,386.0
,Shandong,China,2020-10-04T04:23:44+00:00,"Shandong, China",832,7,823.0
,Shanghai,China,2020-10-04T04:23:44+00:00,"Shanghai, China",1012,7,955.0
,Shanxi,China,2020-10-04T04:23:44+00:00,"Shanxi, China",204,0,203.0
,Sichuan,China,2020-10-04T04:23:44+00:00,"Sichuan, China",701,3,663.0
,Tianjin,China,2020-10-04T04:23:44+00:00,"Tianjin, China",241,3,234.0
,Tibet,China,2020-10-04T04:23:44+00:00,"Tibet, China",1,0,1.0
,Xinjiang,China,2020-10-04T04:23:44+00:00,"Xinjiang, China",902,3,899.0
,Yunnan,China,2020-10-04T04:23:44+00:00,"Yunnan, China",211,2,199.0
,Zhejiang,China,2020-10-04T04:23:44+00:00,"Zhejiang, China",1282,1,1272.0
,Amazonas,Colombia,2020-10-04T04:23:44+00:00,"Amazonas, Colombia",2746,117,2615.0
,Antioquia,Colombia,2020-10-04T04:23:44+00:00,"Antioquia, Colombia",118115,2486,108362.0
,Arauca,Colombia,2020-10-04T04:23:44+00:00,"Arauca, Colombia",1910,55,1619.0
,Atlantico,Colombia,2020-10-04T04:23:44+00:00,"Atlantico, Colombia",67859,3076,63887.0
,Bolivar,Colombia,2020-10-04T04:23:44+00:00,"Bolivar, Colombia",29376,783,27914.0
,Boyaca,Colombia,2020-10-04T04:23:44+00:00,"Boyaca, Colombia",7800,160,6609.0
,Caldas,Colombia,2020-10-04T04:23:44+00:00,"Caldas, Colombia",6360,141,5289.0
,Capital District,Colombia,2020-10-04T04:23:44+00:00,"Capital District, Colombia",273481,6874,239144.0
,Caqueta,Colombia,2020-10-04T04:23:44+00:00,"Caqueta, Colombia",8730,308,7820.0
,Casanare,Colombia,2020-10-04T04:23:44+00:00,"Casanare, Colombia",2581,51,2062.0
,Cauca,Colombia,2020-10-04T04:23:44+00:00,"Cauca, Colombia",9911,278,8534.0
,Cesar,Colombia,2020-10-04T04:23:44+00:00,"Cesar, Colombia",20720,636,18029.0
,Choco,Colombia,2020-10-04T04:23:44+00:00,"Choco, Colombia",4030,157,3776.0
,Cordoba,Colombia,2020-10-04T04:23:44+00:00,"Cordoba, Colombia",24291,1554,21561.0
,Cundinamarca,Colombia,2020-10-04T04:23:44+00:00,"Cundinamarca, Colombia",34300,1026,31241.0
,Guainia,Colombia,2020-10-04T04:23:44+00:00,"Guainia, Colombia",950,15,831.0
,Guaviare,Colombia,2020-10-04T04:23:44+00:00,"Guaviare, Colombia",887,18,748.0
,Huila,Colombia,2020-10-04T04:23:44+00:00,"Huila, Colombia",12496,387,10704.0
,La Guajira,Colombia,2020-10-04T04:23:44+00:00,"La Guajira, Colombia",8280,318,7481.0
,Magdalena,Colombia,2020-10-04T04:23:44+00:00,"Magdalena, Colombia",15533,846,13999.0
,Meta,Colombia,2020-10-04T04:23:44+00:00,"Meta, Colombia",16605,433,15202.0
,Narino,Colombia,2020-10-04T04:23:44+00:00,"Narino, Colombia",18732,692,16851.0
,Norte de Santander,Colombia,2020-10-04T04:23:44+00:00,"Norte de Santander, Colombia",16305,920,14557.0
,Putumayo,Colombia,2020-10-04T04:23:44+00:00,"Putumayo, Colombia",3863,177,3353.0
,Quindio,Colombia,2020-10-04T04:23:44+00:00,"Quindio, Colombia",4153,114,3283.0
,Risaralda,Colombia,2020-10-04T04:23:44+00:00,"Risaralda, Colombia",11674,268,10232.0
,San Andres y Providencia,Colombia,2020-10-04T04:23:44+00:00,"San Andres y Providencia, Colombia",1505,16,1231.0
,Santander,Colombia,2020-10-04T04:23:44+00:00,"Santander, Colombia",32298,1351,27831.0
,Sucre,Colombia,2020-10-04T04:23:44+00:00,"Sucre, Colombia",14158,584,13185.0
,Tolima,Colombia,2020-10-04T04:23:44+00:00,"Tolima, Colombia",12644,359,11348.0
,Unknown,Colombia,2020-10-04T04:23:44+00:00,"Unknown, Colombia",0,0,
,Valle del Cauca,Colombia,2020-10-04T04:23:44+00:00,"Valle del Cauca, Colombia",64462,2340,57222.0
,Vaupes,Colombia,2020-10-04T04:23:44+00:00,"Vaupes, Colombia",836,11,775.0
,Vichada,Colombia,2020-10-04T04:23:44+00:00,"Vichada, Colombia",556,5,506.0
,,Comoros,2020-10-04T04:23:44+00:00,Comoros,487,7,466.0
,,Congo (Brazzaville),2020-10-04T04:23:44+00:00,Congo (Brazzaville),5089,89,3887.0
,,Congo (Kinshasa),2020-10-04T04:23:44+00:00,Congo (Kinshasa),10752,274,10212.0
,,Costa Rica,2020-10-04T04:23:44+00:00,Costa Rica,79182,950,45007.0
,,Cote d'Ivoire,2020-10-04T04:23:44+00:00,Cote d'Ivoire,19849,120,19421.0
,,Croatia,2020-10-04T04:23:44+00:00,Croatia,17401,293,15661.0
,,Cuba,2020-10-04T04:23:44+00:00,Cuba,5780,122,5118.0
,,Cyprus,2020-10-04T04:23:44+00:00,Cyprus,1811,22,1369.0
,,Czechia,2020-10-04T04:23:44+00:00,Czechia,80605,711,39073.0
,Faroe Islands,Denmark,2020-10-04T04:23:44+00:00,"Faroe Islands, Denmark",473,0,432.0
,Greenland,Denmark,2020-10-04T04:23:44+00:00,"Greenland, Denmark",14,0,14.0
,,Denmark,2020-10-04T04:23:44+00:00,Denmark,29302,654,22297.0
,,Diamond Princess,2020-10-04T04:23:44+00:00,Diamond Princess,712,13,651.0
,,Djibouti,2020-10-04T04:23:44+00:00,Djibouti,5418,61,5347.0
,,Dominica,2020-10-04T04:23:44+00:00,Dominica,31,0,24.0
,,Dominican Republic,2020-10-04T04:23:44+00:00,Dominican Republic,113926,2128,89635.0
,,Ecuador,2020-10-04T04:23:44+00:00,Ecuador,140351,11597,112296.0
,,Egypt,2020-10-04T04:23:44+00:00,Egypt,103575,5970,97274.0
,,El Salvador,2020-10-04T04:23:44+00:00,El Salvador,29358,857,24175.0
,,Equatorial Guinea,2020-10-04T04:23:44+00:00,Equatorial Guinea,5045,83,4879.0
,,Eritrea,2020-10-04T04:23:44+00:00,Eritrea,398,0,358.0
,,Estonia,2020-10-04T04:23:44+00:00,Estonia,3577,67,2727.0
,,Eswatini,2020-10-04T04:23:44+00:00,Eswatini,5530,111,5076.0
,,Ethiopia,2020-10-04T04:23:44+00:00,Ethiopia,77860,1214,32325.0
,,Fiji,2020-10-04T04:23:44+00:00,Fiji,32,2,28.0
,,Finland,2020-10-04T04:23:44+00:00,Finland,10391,345,8100.0
,French Guiana,France,2020-10-04T04:23:44+00:00,"French Guiana, France",10029,67,9665.0
,French Polynesia,France,2020-10-04T04:23:44+00:00,"French Polynesia, France",1964,8,1555.0
,Guadeloupe,France,2020-10-04T04:23:44+00:00,"Guadeloupe, France",5528,57,2199.0
,Martinique,France,2020-10-04T04:23:44+00:00,"Martinique, France",1543,21,98.0
,Mayotte,France,2020-10-04T04:23:44+00:00,"Mayotte, France",3779,42,2964.0
,New Caledonia,France,2020-10-04T04:23:44+00:00,"New Caledonia, France",27,0,27.0
,Reunion,France,2020-10-04T04:23:44+00:00,"Reunion, France",4178,16,3360.0
,Saint Barthelemy,France,2020-10-04T04:23:44+00:00,"Saint Barthelemy, France",62,0,37.0
,Saint Pierre and Miquelon,France,2020-10-04T04:23:44+00:00,"Saint Pierre and Miquelon, France",16,0,6.0
,St Martin,France,2020-10-04T04:23:44+00:00,"St Martin, France",412,8,309.0
,,France,2020-10-04T04:23:44+00:00,France,601971,31952,80061.0
,,Gabon,2020-10-04T04:23:44+00:00,Gabon,8797,54,8067.0
,,Gambia,2020-10-04T04:23:44+00:00,Gambia,3590,115,2226.0
,,Georgia,2020-10-04T04:23:44+00:00,Georgia,7564,48,3992.0
,Baden-Wurttemberg,Germany,2020-10-04T04:23:44+00:00,"Baden-Wurttemberg, Germany",50400,1888,44498.0
,Bayern,Germany,2020-10-04T04:23:44+00:00,"Bayern, Germany",69186,2672,61555.0
,Berlin,Germany,2020-10-04T04:23:44+00:00,"Berlin, Germany",15573,231,13168.0
,Brandenburg,Germany,2020-10-04T04:23:44+00:00,"Brandenburg, Germany",4425,173,3988.0
,Bremen,Germany,2020-10-04T04:23:44+00:00,"Bremen, Germany",2557,59,2148.0
,Hamburg,Germany,2020-10-04T04:23:44+00:00,"Hamburg, Germany",8175,271,6710.0
,Hessen,Germany,2020-10-04T04:23:44+00:00,"Hessen, Germany",19616,552,17088.0
,Mecklenburg-Vorpommern,Germany,2020-10-04T04:23:44+00:00,"Mecklenburg-Vorpommern, Germany",1247,20,1085.0
,Niedersachsen,Germany,2020-10-04T04:23:44+00:00,"Niedersachsen, Germany",20938,690,18069.0
,Nordrhein-Westfalen,Germany,2020-10-04T04:23:44+00:00,"Nordrhein-Westfalen, Germany",72063,1882,62792.0
,Rheinland-Pfalz,Germany,2020-10-04T04:23:44+00:00,"Rheinland-Pfalz, Germany",11006,256,9851.0
,Saarland,Germany,2020-10-04T04:23:44+00:00,"Saarland, Germany",3469,177,3125.0
,Sachsen,Germany,2020-10-04T04:23:44+00:00,"Sachsen, Germany",7391,239,6392.0
,Sachsen-Anhalt,Germany,2020-10-04T04:23:44+00:00,"Sachsen-Anhalt, Germany",2714,68,2333.0
,Schleswig-Holstein,Germany,2020-10-04T04:23:44+00:00,"Schleswig-Holstein, Germany",4898,162,4328.0
,Thuringen,Germany,2020-10-04T04:23:44+00:00,"Thuringen, Germany",4158,191,3786.0
,Unknown,Germany,2020-10-04T04:23:44+00:00,"Unknown, Germany",2211,0,
,,Ghana,2020-10-04T04:23:44+00:00,Ghana,46803,303,46006.0
,,Greece,2020-10-04T04:23:44+00:00,Greece,19613,405,1347.0
,,Grenada,2020-10-04T04:23:44+00:00,Grenada,24,0,24.0
,,Guatemala,2020-10-04T04:23:44+00:00,Guatemala,93748,3285,82040.0
,,Guinea,2020-10-04T04:23:44+00:00,Guinea,10735,66,10066.0
,,Guinea-Bissau,2020-10-04T04:23:44+00:00,Guinea-Bissau,2362,39,1549.0
,,Guyana,2020-10-04T04:23:44+00:00,Guyana,2968,85,1776.0
,,Haiti,2020-10-04T04:23:44+00:00,Haiti,8811,229,6949.0
,,Holy See,2020-10-04T04:23:44+00:00,Holy See,12,0,12.0
,,Honduras,2020-10-04T04:23:44+00:00,Honduras,78788,2399,29187.0
,,Hungary,2020-10-04T04:23:44+00:00,Hungary,29717,812,6824.0
,,Iceland,2020-10-04T04:23:44+00:00,Iceland,2872,10,2212.0
,Andaman and Nicobar Islands,India,2020-10-04T04:23:44+00:00,"Andaman and Nicobar Islands, India",3868,53,3642.0
,Andhra Pradesh,India,2020-10-04T04:23:44+00:00,"Andhra Pradesh, India",713014,5941,651791.0
,Arunachal Pradesh,India,2020-10-04T04:23:44+00:00,"Arunachal Pradesh, India",10421,18,7388.0
,Assam,India,2020-10-04T04:23:44+00:00,"Assam, India",185444,735,150776.0
,Bihar,India,2020-10-04T04:23:44+00:00,"Bihar, India",186441,912,173932.0
,Chandigarh,India,2020-10-04T04:23:44+00:00,"Chandigarh, India",12360,172,10396.0
,Chhattisgarh,India,2020-10-04T04:23:44+00:00,"Chhattisgarh, India",121400,1031,91077.0
,Dadra and Nagar Haveli and Daman and Diu,India,2020-10-04T04:23:44+00:00,"Dadra and Nagar Haveli and Daman and Diu, India",3070,2,2967.0
,Delhi,India,2020-10-04T04:23:44+00:00,"Delhi, India",287930,5472,257224.0
,Goa,India,2020-10-04T04:23:44+00:00,"Goa, India",34900,450,29527.0
,Gujarat,India,2020-10-04T04:23:44+00:00,"Gujarat, India",141236,3487,120987.0
,Haryana,India,2020-10-04T04:23:44+00:00,"Haryana, India",132576,1450,118258.0
,Himachal Pradesh,India,2020-10-04T04:23:44+00:00,"Himachal Pradesh, India",15695,210,12193.0
,Jammu and Kashmir,India,2020-10-04T04:23:44+00:00,"Jammu and Kashmir, India",78228,1231,61351.0
,Jharkhand,India,2020-10-04T04:23:44+00:00,"Jharkhand, India",86277,734,74604.0
,Karnataka,India,2020-10-04T04:23:44+00:00,"Karnataka, India",630516,9219,508495.0
,Kerala,India,2020-10-04T04:23:44+00:00,"Kerala, India",221333,813,139620.0
,Ladakh,India,2020-10-04T04:23:44+00:00,"Ladakh, India",4477,61,3315.0
,Lakshadweep,India,2020-10-04T04:23:44+00:00,"Lakshadweep, India",0,0,
,Madhya Pradesh,India,2020-10-04T04:23:44+00:00,"Madhya Pradesh, India",133918,2399,111712.0
,Maharashtra,India,2020-10-04T04:23:44+00:00,"Maharashtra, India",1430861,37758,1134555.0
,Manipur,India,2020-10-04T04:23:44+00:00,"Manipur, India",11649,71,9081.0
,Meghalaya,India,2020-10-04T04:23:44+00:00,"Meghalaya, India",6456,54,4319.0
,Mizoram,India,2020-10-04T04:23:44+00:00,"Mizoram, India",2120,0,1772.0
,Nagaland,India,2020-10-04T04:23:44+00:00,"Nagaland, India",6429,17,5257.0
,Odisha,India,2020-10-04T04:23:44+00:00,"Odisha, India",229387,892,198194.0
,Puducherry,India,2020-10-04T04:23:44+00:00,"Puducherry, India",28752,534,23344.0
,Punjab,India,2020-10-04T04:23:44+00:00,"Punjab, India",117319,3562,99468.0
,Rajasthan,India,2020-10-04T04:23:44+00:00,"Rajasthan, India",141846,1530,119241.0
,Sikkim,India,2020-10-04T04:23:44+00:00,"Sikkim, India",3131,43,2448.0
,Tamil Nadu,India,2020-10-04T04:23:44+00:00,"Tamil Nadu, India",614507,9718,558534.0
,Telangana,India,2020-10-04T04:23:44+00:00,"Telangana, India",199276,1163,170212.0
,Tripura,India,2020-10-04T04:23:44+00:00,"Tripura, India",26874,293,21410.0
,Unknown,India,2020-10-04T04:23:44+00:00,"Unknown, India",0,0,
,Uttar Pradesh,India,2020-10-04T04:23:44+00:00,"Uttar Pradesh, India",410626,5977,356826.0
,Uttarakhand,India,2020-10-04T04:23:44+00:00,"Uttarakhand, India",50062,648,41338.0
,West Bengal,India,2020-10-04T04:23:44+00:00,"West Bengal, India",266974,5132,234712.0
,,Indonesia,2020-10-04T04:23:44+00:00,Indonesia,299506,11055,225052.0
,,Iran,2020-10-04T04:23:44+00:00,Iran,468119,26746,387675.0
,,Iraq,2020-10-04T04:23:44+00:00,Iraq,375931,9347,303665.0
,,Ireland,2020-10-04T04:23:44+00:00,Ireland,37668,1810,23364.0
,,Israel,2020-10-04T04:23:44+00:00,Israel,264443,1682,191251.0
,Abruzzo,Italy,2020-10-04T04:23:44+00:00,"Abruzzo, Italy",4540,481,3097.0
,Basilicata,Italy,2020-10-04T04:23:44+00:00,"Basilicata, Italy",906,33,486.0
,Calabria,Italy,2020-10-04T04:23:44+00:00,"Calabria, Italy",2044,100,1386.0
,Campania,Italy,2020-10-04T04:23:44+00:00,"Campania, Italy",13925,465,6418.0
,Emilia-Romagna,Italy,2020-10-04T04:23:44+00:00,"Emilia-Romagna, Italy",35743,4485,26468.0
,Friuli Venezia Giulia,Italy,2020-10-04T04:23:44+00:00,"Friuli Venezia Giulia, Italy",4840,353,3659.0
,Lazio,Italy,2020-10-04T04:23:44+00:00,"Lazio, Italy",17265,933,8607.0
,Liguria,Italy,2020-10-04T04:23:44+00:00,"Liguria, Italy",13748,1609,10279.0
,Lombardia,Italy,2020-10-04T04:23:44+00:00,"Lombardia, Italy",107751,16969,81620.0
,Marche,Italy,2020-10-04T04:23:44+00:00,"Marche, Italy",8084,991,6197.0
,Molise,Italy,2020-10-04T04:23:44+00:00,"Molise, Italy",660,25,507.0
,P.A. Bolzano,Italy,2020-10-04T04:23:44+00:00,"P.A. Bolzano, Italy",3613,292,2717.0
,P.A. Trento,Italy,2020-10-04T04:23:44+00:00,"P.A. Trento, Italy",6141,406,5117.0
,Piemonte,Italy,2020-10-04T04:23:44+00:00,"Piemonte, Italy",36010,4166,28567.0
,Puglia,Italy,2020-10-04T04:23:44+00:00,"Puglia, Italy",8083,598,4724.0
,Sardegna,Italy,2020-10-04T04:23:44+00:00,"Sardegna, Italy",4118,155,1777.0
,Sicilia,Italy,2020-10-04T04:23:44+00:00,"Sicilia, Italy",7596,317,4108.0
,Toscana,Italy,2020-10-04T04:23:44+00:00,"Toscana, Italy",15391,1166,10435.0
,Umbria,Italy,2020-10-04T04:23:44+00:00,"Umbria, Italy",2604,85,1885.0
,Valle d'Aosta,Italy,2020-10-04T04:23:44+00:00,"Valle d'Aosta, Italy",1326,146,1105.0
,Veneto,Italy,2020-10-04T04:23:44+00:00,"Veneto, Italy",28363,2193,22058.0
,,Jamaica,2020-10-04T04:23:44+00:00,Jamaica,6795,119,2345.0
