city,province,country,lastUpdate,keyId,confirmed,deaths,recovered
Haralson,Georgia,US,2020-10-04T04:23:44+00:00,"Haralson, Georgia, US",511,9,
Harris,Georgia,US,2020-10-04T04:23:44+00:00,"Harris, Georgia, US",802,22,
Hart,Georgia,US,2020-10-04T04:23:44+00:00,"Hart, Georgia, US",527,13,
Heard,Georgia,US,2020-10-04T04:23:44+00:00,"Heard, Georgia, US",201,6,
Henry,Georgia,US,2020-10-04T04:23:44+00:00,"Henry, Georgia, US",5399,103,
Houston,Georgia,US,2020-10-04T04:23:44+00:00,"Houston, Georgia, US",3182,84,
Irwin,Georgia,US,2020-10-04T04:23:44+00:00,"Irwin, Georgia, US",323,5,
Jackson,Georgia,US,2020-10-04T04:23:44+00:00,"Jackson, Georgia, US",2061,34,
Jasper,Georgia,US,2020-10-04T04:23:44+00:00,"Jasper, Georgia, US",224,4,
Jeff Davis,Georgia,US,2020-10-04T04:23:44+00:00,"Jeff Davis, Georgia, US",728,20,
Jefferson,Georgia,US,2020-10-04T04:23:44+00:00,"Jefferson, Georgia, US",814,29,
Jenkins,Georgia,US,2020-10-04T04:23:44+00:00,"Jenkins, Georgia, US",437,30,
Johnson,Georgia,US,2020-10-04T04:23:44+00:00,"Johnson, Georgia, US",419,22,
Jones,Georgia,US,2020-10-04T04:23:44+00:00,"Jones, Georgia, US",571,9,
Lamar,Georgia,US,2020-10-04T04:23:44+00:00,"Lamar, Georgia, US",380,18,
Lanier,Georgia,US,2020-10-04T04:23:44+00:00,"Lanier, Georgia, US",297,5,
Laurens,Georgia,US,2020-10-04T04:23:44+00:00,"Laurens, Georgia, US",1702,75,
Lee,Georgia,US,2020-10-04T04:23:44+00:00,"Lee, Georgia, US",709,26,
Liberty,Georgia,US,2020-10-04T04:23:44+00:00,"Liberty, Georgia, US",1140,23,
Lincoln,Georgia,US,2020-10-04T04:23:44+00:00,"Lincoln, Georgia, US",214,7,
Long,Georgia,US,2020-10-04T04:23:44+00:00,"Long, Georgia, US",255,3,
Lowndes,Georgia,US,2020-10-04T04:23:44+00:00,"Lowndes, Georgia, US",3979,83,
Lumpkin,Georgia,US,2020-10-04T04:23:44+00:00,"Lumpkin, Georgia, US",942,14,
Macon,Georgia,US,2020-10-04T04:23:44+00:00,"Macon, Georgia, US",235,10,
Madison,Georgia,US,2020-10-04T04:23:44+00:00,"Madison, Georgia, US",713,8,
Marion,Georgia,US,2020-10-04T04:23:44+00:00,"Marion, Georgia, US",193,9,
McDuffie,Georgia,US,2020-10-04T04:23:44+00:00,"McDuffie, Georgia, US",614,14,
McIntosh,Georgia,US,2020-10-04T04:23:44+00:00,"McIntosh, Georgia, US",296,7,
Meriwether,Georgia,US,2020-10-04T04:23:44+00:00,"Meriwether, Georgia, US",556,13,
Miller,Georgia,US,2020-10-04T04:23:44+00:00,"Miller, Georgia, US",275,1,
Mitchell,Georgia,US,2020-10-04T04:23:44+00:00,"Mitchell, Georgia, US",823,45,
Monroe,Georgia,US,2020-10-04T04:23:44+00:00,"Monroe, Georgia, US",704,52,
Montgomery,Georgia,US,2020-10-04T04:23:44+00:00,"Montgomery, Georgia, US",321,5,
Morgan,Georgia,US,2020-10-04T04:23:44+00:00,"Morgan, Georgia, US",489,3,
Murray,Georgia,US,2020-10-04T04:23:44+00:00,"Murray, Georgia, US",848,6,
Muscogee,Georgia,US,2020-10-04T04:23:44+00:00,"Muscogee, Georgia, US",6094,170,
Newton,Georgia,US,2020-10-04T04:23:44+00:00,"Newton, Georgia, US",2627,91,
Oconee,Georgia,US,2020-10-04T04:23:44+00:00,"Oconee, Georgia, US",771,26,
Oglethorpe,Georgia,US,2020-10-04T04:23:44+00:00,"Oglethorpe, Georgia, US",343,11,
Out of GA,Georgia,US,2020-10-04T04:23:44+00:00,"Out of GA, Georgia, US",16228,161,
Paulding,Georgia,US,2020-10-04T04:23:44+00:00,"Paulding, Georgia, US",2854,57,
Peach,Georgia,US,2020-10-04T04:23:44+00:00,"Peach, Georgia, US",682,25,
Pickens,Georgia,US,2020-10-04T04:23:44+00:00,"Pickens, Georgia, US",628,10,
Pierce,Georgia,US,2020-10-04T04:23:44+00:00,"Pierce, Georgia, US",620,22,
Pike,Georgia,US,2020-10-04T04:23:44+00:00,"Pike, Georgia, US",347,10,
Polk,Georgia,US,2020-10-04T04:23:44+00:00,"Polk, Georgia, US",1514,18,
Pulaski,Georgia,US,2020-10-04T04:23:44+00:00,"Pulaski, Georgia, US",318,22,
Putnam,Georgia,US,2020-10-04T04:23:44+00:00,"Putnam, Georgia, US",710,25,
Quitman,Georgia,US,2020-10-04T04:23:44+00:00,"Quitman, Georgia, US",34,1,
Rabun,Georgia,US,2020-10-04T04:23:44+00:00,"Rabun, Georgia, US",378,10,
Randolph,Georgia,US,2020-10-04T04:23:44+00:00,"Randolph, Georgia, US",331,29,
Richmond,Georgia,US,2020-10-04T04:23:44+00:00,"Richmond, Georgia, US",7245,166,
Rockdale,Georgia,US,2020-10-04T04:23:44+00:00,"Rockdale, Georgia, US",1892,37,
Schley,Georgia,US,2020-10-04T04:23:44+00:00,"Schley, Georgia, US",106,2,
Screven,Georgia,US,2020-10-04T04:23:44+00:00,"Screven, Georgia, US",423,11,
Seminole,Georgia,US,2020-10-04T04:23:44+00:00,"Seminole, Georgia, US",370,9,
Spalding,Georgia,US,2020-10-04T04:23:44+00:00,"Spalding, Georgia, US",1355,62,
Stephens,Georgia,US,2020-10-04T04:23:44+00:00,"Stephens, Georgia, US",1114,38,
Stewart,Georgia,US,2020-10-04T04:23:44+00:00,"Stewart, Georgia, US",523,15,
Sumter,Georgia,US,2020-10-04T04:23:44+00:00,"Sumter, Georgia, US",941,63,
Talbot,Georgia,US,2020-10-04T04:23:44+00:00,"Talbot, Georgia, US",166,6,
Taliaferro,Georgia,US,2020-10-04T04:23:44+00:00,"Taliaferro, Georgia, US",23,0,
Tattnall,Georgia,US,2020-10-04T04:23:44+00:00,"Tattnall, Georgia, US",848,11,
Taylor,Georgia,US,2020-10-04T04:23:44+00:00,"Taylor, Georgia, US",217,11,
Telfair,Georgia,US,2020-10-04T04:23:44+00:00,"Telfair, Georgia, US",395,20,
Terrell,Georgia,US,2020-10-04T04:23:44+00:00,"Terrell, Georgia, US",330,32,
Thomas,Georgia,US,2020-10-04T04:23:44+00:00,"Thomas, Georgia, US",1505,66,
Tift,Georgia,US,2020-10-04T04:23:44+00:00,"Tift, Georgia, US",1822,57,
Toombs,Georgia,US,2020-10-04T04:23:44+00:00,"Toombs, Georgia, US",1359,51,
Towns,Georgia,US,2020-10-04T04:23:44+00:00,"Towns, Georgia, US",348,10,
Treutlen,Georgia,US,2020-10-04T04:23:44+00:00,"Treutlen, Georgia, US",263,11,
Troup,Georgia,US,2020-10-04T04:23:44+00:00,"Troup, Georgia, US",2845,101,
Turner,Georgia,US,2020-10-04T04:23:44+00:00,"Turner, Georgia, US",316,24,
Twiggs,Georgia,US,2020-10-04T04:23:44+00:00,"Twiggs, Georgia, US",199,9,
Unassigned,Georgia,US,2020-10-04T04:23:44+00:00,"Unassigned, Georgia, US",2248,6,
Union,Georgia,US,2020-10-04T04:23:44+00:00,"Union, Georgia, US",797,21,
Upson,Georgia,US,2020-10-04T04:23:44+00:00,"Upson, Georgia, US",806,63,
Walker,Georgia,US,2020-10-04T04:23:44+00:00,"Walker, Georgia, US",1616,38,
Walton,Georgia,US,2020-10-04T04:23:44+00:00,"Walton, Georgia, US",1862,56,
Ware,Georgia,US,2020-10-04T04:23:44+00:00,"Ware, Georgia, US",1521,62,
Warren,Georgia,US,2020-10-04T04:23:44+00:00,"Warren, Georgia, US",156,5,
Washington,Georgia,US,2020-10-04T04:23:44+00:00,"Washington, Georgia, US",689,8,
Wayne,Georgia,US,2020-10-04T04:23:44+00:00,"Wayne, Georgia, US",1152,31,
Webster,Georgia,US,2020-10-04T04:23:44+00:00,"Webster, Georgia, US",43,2,
Wheeler,Georgia,US,2020-10-04T04:23:44+00:00,"Wheeler, Georgia, US",345,11,
White,Georgia,US,2020-10-04T04:23:44+00:00,"White, Georgia, US",894,19,
Whitfield,Georgia,US,2020-10-04T04:23:44+00:00,"Whitfield, Georgia, US",4698,61,
Wilcox,Georgia,US,2020-10-04T04:23:44+00:00,"Wilcox, Georgia, US",249,22,
Wilkes,Georgia,US,2020-10-04T04:23:44+00:00,"Wilkes, Georgia, US",268,5,
Wilkinson,Georgia,US,2020-10-04T04:23:44+00:00,"Wilkinson, Georgia, US",345,18,
Worth,Georgia,US,2020-10-04T04:23:44+00:00,"Worth, Georgia, US",545,30,
,Grand Princess,US,2020-08-04T02:27:56+00:00,"Grand Princess, US",103,3,
,Guam,US,2020-10-04T04:23:44+00:00,"Guam, US",2617,49,
Hawaii,Hawaii,US,2020-10-04T04:23:44+00:00,"Hawaii, Hawaii, US",795,15,
Honolulu,Hawaii,US,2020-10-04T04:23:44+00:00,"Honolulu, Hawaii, US",11452,128,
Kauai,Hawaii,US,2020-10-04T04:23:44+00:00,"Kauai, Hawaii, US",59,0,
Maui,Hawaii,US,2020-10-04T04:23:44+00:00,"Maui, Hawaii, US",394,9,
Out of HI,Hawaii,US,2020-10-04T04:23:44+00:00,"Out of HI, Hawaii, US",34,1,
Unassigned,Hawaii,US,2020-10-04T04:23:44+00:00,"Unassigned, Hawaii, US",0,0,
Ada,Idaho,US,2020-10-04T04:23:44+00:00,"Ada, Idaho, US",13498,150,
Adams,Idaho,US,2020-10-04T04:23:44+00:00,"Adams, Idaho, US",28,2,
Bannock,Idaho,US,2020-10-04T04:23:44+00:00,"Bannock, Idaho, US",1247,5,
Bear Lake,Idaho,US,2020-10-04T04:23:44+00:00,"Bear Lake, Idaho, US",48,1,
Benewah,Idaho,US,2020-10-04T04:23:44+00:00,"Benewah, Idaho, US",152,3,
Bingham,Idaho,US,2020-10-04T04:23:44+00:00,"Bingham, Idaho, US",1058,10,
Blaine,Idaho,US,2020-10-04T04:23:44+00:00,"Blaine, Idaho, US",698,6,
Boise,Idaho,US,2020-10-04T04:23:44+00:00,"Boise, Idaho, US",73,2,
Bonner,Idaho,US,2020-10-04T04:23:44+00:00,"Bonner, Idaho, US",363,0,
Bonneville,Idaho,US,2020-10-04T04:23:44+00:00,"Bonneville, Idaho, US",2943,17,
Boundary,Idaho,US,2020-10-04T04:23:44+00:00,"Boundary, Idaho, US",59,1,
Butte,Idaho,US,2020-10-04T04:23:44+00:00,"Butte, Idaho, US",43,0,
Camas,Idaho,US,2020-10-04T04:23:44+00:00,"Camas, Idaho, US",37,0,
Canyon,Idaho,US,2020-10-04T04:23:44+00:00,"Canyon, Idaho, US",8396,102,
Caribou,Idaho,US,2020-10-04T04:23:44+00:00,"Caribou, Idaho, US",136,1,
Cassia,Idaho,US,2020-10-04T04:23:44+00:00,"Cassia, Idaho, US",802,6,
Clark,Idaho,US,2020-10-04T04:23:44+00:00,"Clark, Idaho, US",36,0,
Clearwater,Idaho,US,2020-10-04T04:23:44+00:00,"Clearwater, Idaho, US",63,0,
Custer,Idaho,US,2020-10-04T04:23:44+00:00,"Custer, Idaho, US",72,1,
Elmore,Idaho,US,2020-10-04T04:23:44+00:00,"Elmore, Idaho, US",379,4,
Franklin,Idaho,US,2020-10-04T04:23:44+00:00,"Franklin, Idaho, US",151,0,
Fremont,Idaho,US,2020-10-04T04:23:44+00:00,"Fremont, Idaho, US",263,3,
Gem,Idaho,US,2020-10-04T04:23:44+00:00,"Gem, Idaho, US",347,4,
Gooding,Idaho,US,2020-10-04T04:23:44+00:00,"Gooding, Idaho, US",326,1,
Idaho,Idaho,US,2020-10-04T04:23:44+00:00,"Idaho, Idaho, US",220,0,
Jefferson,Idaho,US,2020-10-04T04:23:44+00:00,"Jefferson, Idaho, US",644,3,
Jerome,Idaho,US,2020-10-04T04:23:44+00:00,"Jerome, Idaho, US",805,7,
Kootenai,Idaho,US,2020-10-04T04:23:44+00:00,"Kootenai, Idaho, US",2812,37,
Latah,Idaho,US,2020-10-04T04:23:44+00:00,"Latah, Idaho, US",574,0,
Lemhi,Idaho,US,2020-10-04T04:23:44+00:00,"Lemhi, Idaho, US",113,0,
Lewis,Idaho,US,2020-10-04T04:23:44+00:00,"Lewis, Idaho, US",36,1,
Lincoln,Idaho,US,2020-10-04T04:23:44+00:00,"Lincoln, Idaho, US",96,0,
Madison,Idaho,US,2020-10-04T04:23:44+00:00,"Madison, Idaho, US",987,2,
Minidoka,Idaho,US,2020-10-04T04:23:44+00:00,"Minidoka, Idaho, US",761,8,
Nez Perce,Idaho,US,2020-10-04T04:23:44+00:00,"Nez Perce, Idaho, US",469,24,
Oneida,Idaho,US,2020-10-04T04:23:44+00:00,"Oneida, Idaho, US",28,0,
Owyhee,Idaho,US,2020-10-04T04:23:44+00:00,"Owyhee, Idaho, US",335,5,
Payette,Idaho,US,2020-10-04T04:23:44+00:00,"Payette, Idaho, US",938,9,
Power,Idaho,US,2020-10-04T04:23:44+00:00,"Power, Idaho, US",281,1,
Shoshone,Idaho,US,2020-10-04T04:23:44+00:00,"Shoshone, Idaho, US",217,18,
Teton,Idaho,US,2020-10-04T04:23:44+00:00,"Teton, Idaho, US",199,1,
Twin Falls,Idaho,US,2020-10-04T04:23:44+00:00,"Twin Falls, Idaho, US",2485,38,
Unassigned,Idaho,US,2020-10-04T04:23:44+00:00,"Unassigned, Idaho, US",0,0,
Valley,Idaho,US,2020-10-04T04:23:44+00:00,"Valley, Idaho, US",98,1,
Washington,Idaho,US,2020-10-04T04:23:44+00:00,"Washington, Idaho, US",386,6,
Adams,Illinois,US,2020-10-04T04:23:44+00:00,"Adams, Illinois, US",1247,10,
Alexander,Illinois,US,2020-10-04T04:23:44+00:00,"Alexander, Illinois, US",88,1,
Bond,Illinois,US,2020-10-04T04:23:44+00:00,"Bond, Illinois, US",358,8,
Boone,Illinois,US,2020-10-04T04:23:44+00:00,"Boone, Illinois, US",1199,23,
Brown,Illinois,US,2020-10-04T04:23:44+00:00,"Brown, Illinois, US",71,0,
Bureau,Illinois,US,2020-10-04T04:23:44+00:00,"Bureau, Illinois, US",719,13,
Calhoun,Illinois,US,2020-10-04T04:23:44+00:00,"Calhoun, Illinois, US",66,0,
Carroll,Illinois,US,2020-10-04T04:23:44+00:00,"Carroll, Illinois, US",242,6,
Cass,Illinois,US,2020-10-04T04:23:44+00:00,"Cass, Illinois, US",412,11,
Champaign,Illinois,US,2020-10-04T04:23:44+00:00,"Champaign, Illinois, US",5011,23,
Christian,Illinois,US,2020-10-04T04:23:44+00:00,"Christian, Illinois, US",620,15,
Clark,Illinois,US,2020-10-04T04:23:44+00:00,"Clark, Illinois, US",190,3,
Clay,Illinois,US,2020-10-04T04:23:44+00:00,"Clay, Illinois, US",188,0,
Clinton,Illinois,US,2020-10-04T04:23:44+00:00,"Clinton, Illinois, US",1279,21,
Coles,Illinois,US,2020-10-04T04:23:44+00:00,"Coles, Illinois, US",1554,32,
Cook,Illinois,US,2020-10-04T04:23:44+00:00,"Cook, Illinois, US",147841,5245,
Crawford,Illinois,US,2020-10-04T04:23:44+00:00,"Crawford, Illinois, US",478,6,
Cumberland,Illinois,US,2020-10-04T04:23:44+00:00,"Cumberland, Illinois, US",221,5,
De Witt,Illinois,US,2020-10-04T04:23:44+00:00,"De Witt, Illinois, US",140,2,
DeKalb,Illinois,US,2020-10-04T04:23:44+00:00,"DeKalb, Illinois, US",1707,39,
Douglas,Illinois,US,2020-10-04T04:23:44+00:00,"Douglas, Illinois, US",337,7,
DuPage,Illinois,US,2020-10-04T04:23:44+00:00,"DuPage, Illinois, US",18129,566,
Edgar,Illinois,US,2020-10-04T04:23:44+00:00,"Edgar, Illinois, US",120,8,
Edwards,Illinois,US,2020-10-04T04:23:44+00:00,"Edwards, Illinois, US",71,0,
Effingham,Illinois,US,2020-10-04T04:23:44+00:00,"Effingham, Illinois, US",915,3,
Fayette,Illinois,US,2020-10-04T04:23:44+00:00,"Fayette, Illinois, US",460,8,
Ford,Illinois,US,2020-10-04T04:23:44+00:00,"Ford, Illinois, US",109,5,
Franklin,Illinois,US,2020-10-04T04:23:44+00:00,"Franklin, Illinois, US",569,4,
Fulton,Illinois,US,2020-10-04T04:23:44+00:00,"Fulton, Illinois, US",207,0,
Gallatin,Illinois,US,2020-10-04T04:23:44+00:00,"Gallatin, Illinois, US",77,2,
Greene,Illinois,US,2020-10-04T04:23:44+00:00,"Greene, Illinois, US",238,14,
Grundy,Illinois,US,2020-10-04T04:23:44+00:00,"Grundy, Illinois, US",716,6,
Hamilton,Illinois,US,2020-10-04T04:23:44+00:00,"Hamilton, Illinois, US",76,2,
Hancock,Illinois,US,2020-10-04T04:23:44+00:00,"Hancock, Illinois, US",235,3,
Hardin,Illinois,US,2020-10-04T04:23:44+00:00,"Hardin, Illinois, US",40,0,
Henderson,Illinois,US,2020-10-04T04:23:44+00:00,"Henderson, Illinois, US",76,0,
Henry,Illinois,US,2020-10-04T04:23:44+00:00,"Henry, Illinois, US",699,5,
Iroquois,Illinois,US,2020-10-04T04:23:44+00:00,"Iroquois, Illinois, US",369,19,
Jackson,Illinois,US,2020-10-04T04:23:44+00:00,"Jackson, Illinois, US",1292,24,
Jasper,Illinois,US,2020-10-04T04:23:44+00:00,"Jasper, Illinois, US",214,10,
Jefferson,Illinois,US,2020-10-04T04:23:44+00:00,"Jefferson, Illinois, US",659,38,
Jersey,Illinois,US,2020-10-04T04:23:44+00:00,"Jersey, Illinois, US",402,19,
Jo Daviess,Illinois,US,2020-10-04T04:23:44+00:00,"Jo Daviess, Illinois, US",298,2,
Johnson,Illinois,US,2020-10-04T04:23:44+00:00,"Johnson, Illinois, US",181,0,
Kane,Illinois,US,2020-10-04T04:23:44+00:00,"Kane, Illinois, US",13469,328,
Kankakee,Illinois,US,2020-10-04T04:23:44+00:00,"Kankakee, Illinois, US",2835,78,
Kendall,Illinois,US,2020-10-04T04:23:44+00:00,"Kendall, Illinois, US",2096,26,
Knox,Illinois,US,2020-10-04T04:23:44+00:00,"Knox, Illinois, US",749,3,
LaSalle,Illinois,US,2020-10-04T04:23:44+00:00,"LaSalle, Illinois, US",1818,57,
Lake,Illinois,US,2020-10-04T04:23:44+00:00,"Lake, Illinois, US",17468,493,
Lawrence,Illinois,US,2020-10-04T04:23:44+00:00,"Lawrence, Illinois, US",269,6,
Lee,Illinois,US,2020-10-04T04:23:44+00:00,"Lee, Illinois, US",429,1,
Livingston,Illinois,US,2020-10-04T04:23:44+00:00,"Livingston, Illinois, US",427,8,
Logan,Illinois,US,2020-10-04T04:23:44+00:00,"Logan, Illinois, US",482,1,
Macon,Illinois,US,2020-10-04T04:23:44+00:00,"Macon, Illinois, US",1721,47,
Macoupin,Illinois,US,2020-10-04T04:23:44+00:00,"Macoupin, Illinois, US",593,8,
Madison,Illinois,US,2020-10-04T04:23:44+00:00,"Madison, Illinois, US",5971,147,
Marion,Illinois,US,2020-10-04T04:23:44+00:00,"Marion, Illinois, US",624,2,
Marshall,Illinois,US,2020-10-04T04:23:44+00:00,"Marshall, Illinois, US",116,0,
Mason,Illinois,US,2020-10-04T04:23:44+00:00,"Mason, Illinois, US",173,1,
Massac,Illinois,US,2020-10-04T04:23:44+00:00,"Massac, Illinois, US",126,2,
McDonough,Illinois,US,2020-10-04T04:23:44+00:00,"McDonough, Illinois, US",507,15,
McHenry,Illinois,US,2020-10-04T04:23:44+00:00,"McHenry, Illinois, US",4738,119,
McLean,Illinois,US,2020-10-04T04:23:44+00:00,"McLean, Illinois, US",3393,23,
Menard,Illinois,US,2020-10-04T04:23:44+00:00,"Menard, Illinois, US",130,1,
Mercer,Illinois,US,2020-10-04T04:23:44+00:00,"Mercer, Illinois, US",150,6,
Monroe,Illinois,US,2020-10-04T04:23:44+00:00,"Monroe, Illinois, US",734,19,
Montgomery,Illinois,US,2020-10-04T04:23:44+00:00,"Montgomery, Illinois, US",403,13,
Morgan,Illinois,US,2020-10-04T04:23:44+00:00,"Morgan, Illinois, US",691,24,
Moultrie,Illinois,US,2020-10-04T04:23:44+00:00,"Moultrie, Illinois, US",236,4,
Ogle,Illinois,US,2020-10-04T04:23:44+00:00,"Ogle, Illinois, US",792,6,
Out of IL,Illinois,US,2020-10-04T04:23:44+00:00,"Out of IL, Illinois, US",1,0,
Peoria,Illinois,US,2020-10-04T04:23:44+00:00,"Peoria, Illinois, US",3682,55,
Perry,Illinois,US,2020-10-04T04:23:44+00:00,"Perry, Illinois, US",362,15,
Piatt,Illinois,US,2020-10-04T04:23:44+00:00,"Piatt, Illinois, US",152,0,
Pike,Illinois,US,2020-10-04T04:23:44+00:00,"Pike, Illinois, US",149,1,
Pope,Illinois,US,2020-10-04T04:23:44+00:00,"Pope, Illinois, US",30,1,
Pulaski,Illinois,US,2020-10-04T04:23:44+00:00,"Pulaski, Illinois, US",193,1,
Putnam,Illinois,US,2020-10-04T04:23:44+00:00,"Putnam, Illinois, US",64,0,
Randolph,Illinois,US,2020-10-04T04:23:44+00:00,"Randolph, Illinois, US",974,12,
Richland,Illinois,US,2020-10-04T04:23:44+00:00,"Richland, Illinois, US",259,8,
Rock Island,Illinois,US,2020-10-04T04:23:44+00:00,"Rock Island, Illinois, US",3169,80,
Saline,Illinois,US,2020-10-04T04:23:44+00:00,"Saline, Illinois, US",382,4,
Sangamon,Illinois,US,2020-10-04T04:23:44+00:00,"Sangamon, Illinois, US",2606,46,
Schuyler,Illinois,US,2020-10-04T04:23:44+00:00,"Schuyler, Illinois, US",56,0,
Scott,Illinois,US,2020-10-04T04:23:44+00:00,"Scott, Illinois, US",81,0,
Shelby,Illinois,US,2020-10-04T04:23:44+00:00,"Shelby, Illinois, US",438,4,
St. Clair,Illinois,US,2020-10-04T04:23:44+00:00,"St. Clair, Illinois, US",6878,196,
Stark,Illinois,US,2020-10-04T04:23:44+00:00,"Stark, Illinois, US",56,2,
Stephenson,Illinois,US,2020-10-04T04:23:44+00:00,"Stephenson, Illinois, US",577,7,
Tazewell,Illinois,US,2020-10-04T04:23:44+00:00,"Tazewell, Illinois, US",1894,33,
Unassigned,Illinois,US,2020-10-04T04:23:44+00:00,"Unassigned, Illinois, US",2780,249,
Union,Illinois,US,2020-10-04T04:23:44+00:00,"Union, Illinois, US",535,24,
Vermilion,Illinois,US,2020-10-04T04:23:44+00:00,"Vermilion, Illinois, US",946,5,
Wabash,Illinois,US,2020-10-04T04:23:44+00:00,"Wabash, Illinois, US",165,3,
Warren,Illinois,US,2020-10-04T04:23:44+00:00,"Warren, Illinois, US",351,3,
Washington,Illinois,US,2020-10-04T04:23:44+00:00,"Washington, Illinois, US",230,1,
Wayne,Illinois,US,2020-10-04T04:23:44+00:00,"Wayne, Illinois, US",317,5,
White,Illinois,US,2020-10-04T04:23:44+00:00,"White, Illinois, US",185,1,
Whiteside,Illinois,US,2020-10-04T04:23:44+00:00,"Whiteside, Illinois, US",862,21,
Will,Illinois,US,2020-10-04T04:23:44+00:00,"Will, Illinois, US",14528,387,
Williamson,Illinois,US,2020-10-04T04:23:44+00:00,"Williamson, Illinois, US",1457,52,
Winnebago,Illinois,US,2020-10-04T04:23:44+00:00,"Winnebago, Illinois, US",6707,152,
Woodford,Illinois,US,2020-10-04T04:23:44+00:00,"Woodford, Illinois, US",456,9,
Adams,Indiana,US,2020-10-04T04:23:44+00:00,"Adams, Indiana, US",295,4,
Allen,Indiana,US,2020-10-04T04:23:44+00:00,"Allen, Indiana, US",6567,209,
Bartholomew,Indiana,US,2020-10-04T04:23:44+00:00,"Bartholomew, Indiana, US",1221,57,
Benton,Indiana,US,2020-10-04T04:23:44+00:00,"Benton, Indiana, US",90,0,
Blackford,Indiana,US,2020-10-04T04:23:44+00:00,"Blackford, Indiana, US",136,3,
Boone,Indiana,US,2020-10-04T04:23:44+00:00,"Boone, Indiana, US",1035,46,
Brown,Indiana,US,2020-10-04T04:23:44+00:00,"Brown, Indiana, US",105,3,
Carroll,Indiana,US,2020-10-04T04:23:44+00:00,"Carroll, Indiana, US",287,13,
Cass,Indiana,US,2020-10-04T04:23:44+00:00,"Cass, Indiana, US",2016,10,
Clark,Indiana,US,2020-10-04T04:23:44+00:00,"Clark, Indiana, US",2364,57,
Clay,Indiana,US,2020-10-04T04:23:44+00:00,"Clay, Indiana, US",329,5,
Clinton,Indiana,US,2020-10-04T04:23:44+00:00,"Clinton, Indiana, US",681,14,
Crawford,Indiana,US,2020-10-04T04:23:44+00:00,"Crawford, Indiana, US",119,1,
Daviess,Indiana,US,2020-10-04T04:23:44+00:00,"Daviess, Indiana, US",702,30,
DeKalb,Indiana,US,2020-10-04T04:23:44+00:00,"DeKalb, Indiana, US",520,11,
Dearborn,Indiana,US,2020-10-04T04:23:44+00:00,"Dearborn, Indiana, US",704,28,
Decatur,Indiana,US,2020-10-04T04:23:44+00:00,"Decatur, Indiana, US",464,39,
Delaware,Indiana,US,2020-10-04T04:23:44+00:00,"Delaware, Indiana, US",2125,66,
Dubois,Indiana,US,2020-10-04T04:23:44+00:00,"Dubois, Indiana, US",1059,19,
Elkhart,Indiana,US,2020-10-04T04:23:44+00:00,"Elkhart, Indiana, US",6960,114,
Fayette,Indiana,US,2020-10-04T04:23:44+00:00,"Fayette, Indiana, US",429,14,
Floyd,Indiana,US,2020-10-04T04:23:44+00:00,"Floyd, Indiana, US",1473,64,
Fountain,Indiana,US,2020-10-04T04:23:44+00:00,"Fountain, Indiana, US",137,2,
Franklin,Indiana,US,2020-10-04T04:23:44+00:00,"Franklin, Indiana, US",317,25,
Fulton,Indiana,US,2020-10-04T04:23:44+00:00,"Fulton, Indiana, US",261,2,
Gibson,Indiana,US,2020-10-04T04:23:44+00:00,"Gibson, Indiana, US",597,6,
Grant,Indiana,US,2020-10-04T04:23:44+00:00,"Grant, Indiana, US",1007,37,
Greene,Indiana,US,2020-10-04T04:23:44+00:00,"Greene, Indiana, US",437,36,
Hamilton,Indiana,US,2020-10-04T04:23:44+00:00,"Hamilton, Indiana, US",5150,110,
Hancock,Indiana,US,2020-10-04T04:23:44+00:00,"Hancock, Indiana, US",965,43,
Harrison,Indiana,US,2020-10-04T04:23:44+00:00,"Harrison, Indiana, US",626,24,
Hendricks,Indiana,US,2020-10-04T04:23:44+00:00,"Hendricks, Indiana, US",2829,127,
Henry,Indiana,US,2020-10-04T04:23:44+00:00,"Henry, Indiana, US",895,27,
Howard,Indiana,US,2020-10-04T04:23:44+00:00,"Howard, Indiana, US",1394,64,
Huntington,Indiana,US,2020-10-04T04:23:44+00:00,"Huntington, Indiana, US",276,3,
Jackson,Indiana,US,2020-10-04T04:23:44+00:00,"Jackson, Indiana, US",814,10,
Jasper,Indiana,US,2020-10-04T04:23:44+00:00,"Jasper, Indiana, US",412,3,
Jay,Indiana,US,2020-10-04T04:23:44+00:00,"Jay, Indiana, US",207,1,
Jefferson,Indiana,US,2020-10-04T04:23:44+00:00,"Jefferson, Indiana, US",263,3,
Jennings,Indiana,US,2020-10-04T04:23:44+00:00,"Jennings, Indiana, US",325,13,
Johnson,Indiana,US,2020-10-04T04:23:44+00:00,"Johnson, Indiana, US",2451,124,
Knox,Indiana,US,2020-10-04T04:23:44+00:00,"Knox, Indiana, US",569,10,
Kosciusko,Indiana,US,2020-10-04T04:23:44+00:00,"Kosciusko, Indiana, US",1352,17,
LaGrange,Indiana,US,2020-10-04T04:23:44+00:00,"LaGrange, Indiana, US",666,11,
LaPorte,Indiana,US,2020-10-04T04:23:44+00:00,"LaPorte, Indiana, US",1633,42,
Lake,Indiana,US,2020-10-04T04:23:44+00:00,"Lake, Indiana, US",11088,327,
Lawrence,Indiana,US,2020-10-04T04:23:44+00:00,"Lawrence, Indiana, US",550,29,
Madison,Indiana,US,2020-10-04T04:23:44+00:00,"Madison, Indiana, US",1825,75,
